"index","year","first_name","sex","num"
"0","2013","Aaliyah","F","5237"
"1","2011","Aaliyah","F","5122"
"2","2012","Aaliyah","F","5511"
"3","1975","Aaron","M","10550"
"4","2007","Aaron","M","8941"
"5","1986","Aaron","M","12689"
"6","1994","Aaron","M","14384"
"7","1983","Aaron","M","14460"
"8","1976","Aaron","M","11350"
"9","1988","Aaron","M","14408"
"10","1991","Aaron","M","14241"
"11","1981","Aaron","M","14697"
"12","1992","Aaron","M","14508"
"13","1997","Aaron","M","11170"
"14","1979","Aaron","M","13080"
"15","1970","Aaron","M","6584"
"16","2018","Aaron","M","5975"
"17","2015","Aaron","M","7166"
"18","1996","Aaron","M","11972"
"19","1995","Aaron","M","13290"
"20","2001","Aaron","M","9542"
"21","2009","Aaron","M","7977"
"22","2013","Aaron","M","7313"
"23","2004","Aaron","M","8395"
"24","1972","Aaron","M","7863"
"25","1977","Aaron","M","11633"
"26","1993","Aaron","M","13831"
"27","2019","Aaron","M","5520"
"28","2010","Aaron","M","7464"
"29","1985","Aaron","M","13137"
"30","1990","Aaron","M","14553"
"31","1982","Aaron","M","14413"
"32","1989","Aaron","M","15312"
"33","1980","Aaron","M","13173"
"34","2017","Aaron","M","7208"
"35","2002","Aaron","M","9005"
"36","2008","Aaron","M","8542"
"37","2005","Aaron","M","7805"
"38","1974","Aaron","M","10511"
"39","2000","Aaron","M","9555"
"40","1999","Aaron","M","9857"
"41","2014","Aaron","M","7401"
"42","1998","Aaron","M","10549"
"43","1987","Aaron","M","12683"
"44","2006","Aaron","M","8300"
"45","2012","Aaron","M","7537"
"46","2016","Aaron","M","7166"
"47","1978","Aaron","M","12307"
"48","1971","Aaron","M","8406"
"49","2020","Aaron","M","5039"
"50","1984","Aaron","M","13407"
"51","2003","Aaron","M","8869"
"52","2011","Aaron","M","7617"
"53","1973","Aaron","M","9237"
"54","2000","Abigail","F","13090"
"55","2014","Abigail","F","12095"
"56","2016","Abigail","F","11780"
"57","2007","Abigail","F","15473"
"58","2015","Abigail","F","12414"
"59","2018","Abigail","F","9854"
"60","2003","Abigail","F","15931"
"61","2005","Abigail","F","15751"
"62","2011","Abigail","F","13253"
"63","2009","Abigail","F","14391"
"64","1995","Abigail","F","7822"
"65","1994","Abigail","F","7240"
"66","2001","Abigail","F","14807"
"67","1998","Abigail","F","11099"
"68","2008","Abigail","F","15082"
"69","2002","Abigail","F","15300"
"70","2020","Abigail","F","7817"
"71","2013","Abigail","F","12411"
"72","1993","Abigail","F","5184"
"73","1996","Abigail","F","8604"
"74","2017","Abigail","F","10624"
"75","2006","Abigail","F","15630"
"76","2010","Abigail","F","14248"
"77","2004","Abigail","F","15427"
"78","2019","Abigail","F","9134"
"79","2012","Abigail","F","12713"
"80","1999","Abigail","F","11683"
"81","1997","Abigail","F","9628"
"82","2000","Adam","M","8133"
"83","1986","Adam","M","18166"
"84","2011","Adam","M","5208"
"85","1998","Adam","M","8357"
"86","1973","Adam","M","6842"
"87","2016","Adam","M","5207"
"88","1980","Adam","M","18874"
"89","1981","Adam","M","20040"
"90","2002","Adam","M","7751"
"91","2001","Adam","M","7752"
"92","1978","Adam","M","13921"
"93","1996","Adam","M","9555"
"94","1990","Adam","M","14708"
"95","2004","Adam","M","7472"
"96","2012","Adam","M","5318"
"97","1977","Adam","M","11037"
"98","1991","Adam","M","12303"
"99","2007","Adam","M","6787"
"100","2013","Adam","M","5244"
"101","1982","Adam","M","20104"
"102","1989","Adam","M","16931"
"103","1994","Adam","M","11019"
"104","2005","Adam","M","6842"
"105","1976","Adam","M","9947"
"106","1983","Adam","M","23494"
"107","1988","Adam","M","16465"
"108","1997","Adam","M","8805"
"109","1975","Adam","M","8651"
"110","1992","Adam","M","11903"
"111","2015","Adam","M","5396"
"112","2008","Adam","M","6096"
"113","1984","Adam","M","23941"
"114","1971","Adam","M","5856"
"115","2006","Adam","M","6798"
"116","2014","Adam","M","5331"
"117","2009","Adam","M","5672"
"118","2003","Adam","M","7686"
"119","1987","Adam","M","16929"
"120","1974","Adam","M","8427"
"121","1999","Adam","M","8223"
"122","2010","Adam","M","5106"
"123","1979","Adam","M","17061"
"124","1985","Adam","M","20172"
"125","1995","Adam","M","10486"
"126","1972","Adam","M","5746"
"127","1993","Adam","M","11531"
"128","2016","Addison","F","6330"
"129","2006","Addison","F","7620"
"130","2010","Addison","F","10327"
"131","2009","Addison","F","10663"
"132","2017","Addison","F","5627"
"133","2014","Addison","F","6996"
"134","2008","Addison","F","10761"
"135","2015","Addison","F","6726"
"136","2007","Addison","F","11947"
"137","2012","Addison","F","8179"
"138","2011","Addison","F","9305"
"139","2013","Addison","F","7732"
"140","2018","Addison","F","5220"
"141","1998","Adrian","M","5429"
"142","2014","Adrian","M","6693"
"143","2003","Adrian","M","6110"
"144","2013","Adrian","M","6847"
"145","1999","Adrian","M","5067"
"146","2002","Adrian","M","5684"
"147","2005","Adrian","M","6725"
"148","2010","Adrian","M","7405"
"149","2008","Adrian","M","7935"
"150","2016","Adrian","M","6330"
"151","2001","Adrian","M","5424"
"152","2004","Adrian","M","6138"
"153","2011","Adrian","M","7343"
"154","2020","Adrian","M","5249"
"155","2009","Adrian","M","7633"
"156","2007","Adrian","M","7737"
"157","2000","Adrian","M","5339"
"158","2015","Adrian","M","6531"
"159","2017","Adrian","M","6224"
"160","2018","Adrian","M","5809"
"161","2019","Adrian","M","5762"
"162","2006","Adrian","M","7382"
"163","2012","Adrian","M","6945"
"164","2006","Aidan","M","10035"
"165","2002","Aidan","M","6952"
"166","2009","Aidan","M","5808"
"167","2008","Aidan","M","7702"
"168","2005","Aidan","M","9758"
"169","2003","Aidan","M","10066"
"170","2004","Aidan","M","9822"
"171","2007","Aidan","M","8423"
"172","2017","Aiden","M","11326"
"173","2013","Aiden","M","13630"
"174","2010","Aiden","M","15543"
"175","2011","Aiden","M","15506"
"176","2018","Aiden","M","10025"
"177","2007","Aiden","M","13105"
"178","2020","Aiden","M","8534"
"179","2015","Aiden","M","13481"
"180","2003","Aiden","M","5684"
"181","2006","Aiden","M","11588"
"182","2016","Aiden","M","12240"
"183","2008","Aiden","M","15583"
"184","2014","Aiden","M","13411"
"185","2012","Aiden","M","14913"
"186","2019","Aiden","M","9358"
"187","2005","Aiden","M","9083"
"188","2004","Aiden","M","7161"
"189","2009","Aiden","M","16023"
"190","1952","Alan","M","8309"
"191","1954","Alan","M","8711"
"192","1947","Alan","M","7823"
"193","1951","Alan","M","8410"
"194","1948","Alan","M","7394"
"195","1949","Alan","M","7255"
"196","1963","Alan","M","6933"
"197","1945","Alan","M","5072"
"198","1965","Alan","M","5616"
"199","1962","Alan","M","7714"
"200","1953","Alan","M","8452"
"201","1950","Alan","M","7739"
"202","1964","Alan","M","6811"
"203","1957","Alan","M","8213"
"204","1956","Alan","M","8719"
"205","1961","Alan","M","8617"
"206","1955","Alan","M","9038"
"207","1959","Alan","M","8145"
"208","1960","Alan","M","8353"
"209","1946","Alan","M","6490"
"210","1958","Alan","M","8227"
"211","1923","Albert","M","9825"
"212","1925","Albert","M","9513"
"213","1941","Albert","M","5929"
"214","1946","Albert","M","6005"
"215","1943","Albert","M","6304"
"216","1933","Albert","M","6087"
"217","1926","Albert","M","9145"
"218","1924","Albert","M","9880"
"219","1934","Albert","M","6004"
"220","1942","Albert","M","6496"
"221","1935","Albert","M","6095"
"222","1950","Albert","M","5754"
"223","1949","Albert","M","6063"
"224","1920","Albert","M","9997"
"225","1945","Albert","M","5433"
"226","1939","Albert","M","5477"
"227","1937","Albert","M","5666"
"228","1929","Albert","M","8079"
"229","1932","Albert","M","6863"
"230","1948","Albert","M","6156"
"231","1940","Albert","M","5571"
"232","1951","Albert","M","5760"
"233","1930","Albert","M","7945"
"234","1922","Albert","M","9896"
"235","1928","Albert","M","8814"
"236","1931","Albert","M","7131"
"237","1953","Albert","M","5438"
"238","1938","Albert","M","5795"
"239","1954","Albert","M","5428"
"240","1936","Albert","M","5755"
"241","1956","Albert","M","5148"
"242","1944","Albert","M","5854"
"243","1927","Albert","M","9128"
"244","1955","Albert","M","5185"
"245","1957","Albert","M","5047"
"246","1947","Albert","M","6461"
"247","1952","Albert","M","5660"
"248","1921","Albert","M","10158"
"249","2001","Alex","M","6614"
"250","1994","Alex","M","7240"
"251","2002","Alex","M","6806"
"252","1989","Alex","M","6540"
"253","2000","Alex","M","6747"
"254","2009","Alex","M","5170"
"255","1991","Alex","M","6673"
"256","1986","Alex","M","5110"
"257","2007","Alex","M","6273"
"258","2004","Alex","M","6811"
"259","1987","Alex","M","6043"
"260","2006","Alex","M","6670"
"261","1992","Alex","M","7349"
"262","1999","Alex","M","6827"
"263","1990","Alex","M","6945"
"264","1997","Alex","M","6854"
"265","1998","Alex","M","6951"
"266","1993","Alex","M","7638"
"267","1995","Alex","M","7423"
"268","2008","Alex","M","5396"
"269","2003","Alex","M","6794"
"270","2005","Alex","M","6485"
"271","1988","Alex","M","6406"
"272","1996","Alex","M","6912"
"273","2008","Alexa","F","5225"
"274","2007","Alexa","F","5784"
"275","2015","Alexa","F","6052"
"276","2009","Alexa","F","5310"
"277","2010","Alexa","F","5040"
"278","2006","Alexa","F","6111"
"279","1993","Alexander","M","20525"
"280","2016","Alexander","M","13424"
"281","1986","Alexander","M","10608"
"282","2002","Alexander","M","17716"
"283","1985","Alexander","M","8291"
"284","1998","Alexander","M","17464"
"285","2009","Alexander","M","18239"
"286","1999","Alexander","M","17416"
"287","2013","Alexander","M","14912"
"288","2008","Alexander","M","18702"
"289","2014","Alexander","M","15428"
"290","1987","Alexander","M","11839"
"291","1984","Alexander","M","6495"
"292","2012","Alexander","M","15241"
"293","2004","Alexander","M","17924"
"294","2019","Alexander","M","11264"
"295","1997","Alexander","M","17111"
"296","2007","Alexander","M","18140"
"297","1988","Alexander","M","13339"
"298","1992","Alexander","M","20067"
"299","1994","Alexander","M","20099"
"300","2003","Alexander","M","17712"
"301","2011","Alexander","M","15704"
"302","1991","Alexander","M","17640"
"303","2000","Alexander","M","17288"
"304","1990","Alexander","M","16191"
"305","1989","Alexander","M","14522"
"306","1995","Alexander","M","19447"
"307","2010","Alexander","M","16757"
"308","2018","Alexander","M","12064"
"309","2001","Alexander","M","16715"
"310","2017","Alexander","M","12546"
"311","1996","Alexander","M","17962"
"312","2015","Alexander","M","14559"
"313","2005","Alexander","M","18124"
"314","2006","Alexander","M","18228"
"315","2020","Alexander","M","10151"
"316","2003","Alexandra","F","6545"
"317","2005","Alexandra","F","6317"
"318","2001","Alexandra","F","7043"
"319","1996","Alexandra","F","10024"
"320","1995","Alexandra","F","10160"
"321","2000","Alexandra","F","7548"
"322","1990","Alexandra","F","8506"
"323","1989","Alexandra","F","7681"
"324","2002","Alexandra","F","6936"
"325","1991","Alexandra","F","9457"
"326","2007","Alexandra","F","5352"
"327","1988","Alexandra","F","6967"
"328","1994","Alexandra","F","10226"
"329","2006","Alexandra","F","6100"
"330","1998","Alexandra","F","8608"
"331","2004","Alexandra","F","6623"
"332","1987","Alexandra","F","5217"
"333","1993","Alexandra","F","10677"
"334","1999","Alexandra","F","8163"
"335","1997","Alexandra","F","8751"
"336","1992","Alexandra","F","10221"
"337","1993","Alexandria","F","5026"
"338","2005","Alexis","F","11973"
"339","2007","Alexis","F","9919"
"340","2008","Alexis","F","9726"
"341","2000","Alexis","F","17630"
"342","1992","Alexis","F","7947"
"343","1999","Alexis","F","19234"
"344","1998","Alexis","F","19777"
"345","1994","Alexis","F","13040"
"346","2002","Alexis","F","15636"
"347","2003","Alexis","F","14867"
"348","1991","Alexis","F","7010"
"349","2009","Alexis","F","9937"
"350","2011","Alexis","F","6526"
"351","1995","Alexis","F","14332"
"352","2012","Alexis","F","5366"
"353","1990","Alexis","F","5256"
"354","1996","Alexis","F","16591"
"355","2010","Alexis","F","8268"
"356","2001","Alexis","F","16402"
"357","1993","Alexis","F","10831"
"358","2004","Alexis","F","13477"
"359","2006","Alexis","F","11234"
"360","1997","Alexis","F","17170"
"361","1923","Alfred","M","5005"
"362","1928","Alfred","M","6248"
"363","1920","Alfred","M","5007"
"364","1938","Alice","F","7490"
"365","1928","Alice","F","10139"
"366","1935","Alice","F","7442"
"367","1952","Alice","F","5911"
"368","1939","Alice","F","7368"
"369","1941","Alice","F","7446"
"370","1921","Alice","F","11955"
"371","1942","Alice","F","7381"
"372","1931","Alice","F","8816"
"373","1922","Alice","F","11277"
"374","1943","Alice","F","7648"
"375","1933","Alice","F","7698"
"376","1944","Alice","F","7103"
"377","1955","Alice","F","5076"
"378","1923","Alice","F","11331"
"379","1945","Alice","F","6357"
"380","1946","Alice","F","7366"
"381","1930","Alice","F","9515"
"382","1924","Alice","F","11537"
"383","1920","Alice","F","11596"
"384","1954","Alice","F","5268"
"385","1947","Alice","F","7848"
"386","1932","Alice","F","8535"
"387","1937","Alice","F","7122"
"388","1925","Alice","F","11575"
"389","1948","Alice","F","6981"
"390","1934","Alice","F","7784"
"391","1949","Alice","F","6658"
"392","1929","Alice","F","9480"
"393","1926","Alice","F","10956"
"394","1953","Alice","F","5744"
"395","1936","Alice","F","7200"
"396","1950","Alice","F","6363"
"397","1940","Alice","F","7601"
"398","1927","Alice","F","10681"
"399","1951","Alice","F","6311"
"400","1989","Alicia","F","6816"
"401","1981","Alicia","F","5855"
"402","1988","Alicia","F","6700"
"403","1983","Alicia","F","7491"
"404","1986","Alicia","F","7016"
"405","1990","Alicia","F","6511"
"406","1985","Alicia","F","7122"
"407","1984","Alicia","F","7820"
"408","1982","Alicia","F","5615"
"409","1979","Alicia","F","5548"
"410","1980","Alicia","F","5752"
"411","1987","Alicia","F","6777"
"412","1991","Alicia","F","5556"
"413","1947","Allen","M","5075"
"414","1951","Allen","M","5181"
"415","1988","Allison","F","7143"
"416","1984","Allison","F","6038"
"417","1996","Allison","F","7453"
"418","1992","Allison","F","6901"
"419","1989","Allison","F","7285"
"420","1982","Allison","F","5172"
"421","2011","Allison","F","5469"
"422","2002","Allison","F","6240"
"423","2005","Allison","F","5634"
"424","2012","Allison","F","5426"
"425","1998","Allison","F","7861"
"426","1990","Allison","F","7133"
"427","1986","Allison","F","7577"
"428","2014","Allison","F","5473"
"429","1994","Allison","F","8151"
"430","2001","Allison","F","6212"
"431","2003","Allison","F","5850"
"432","1993","Allison","F","7728"
"433","2006","Allison","F","5562"
"434","1999","Allison","F","7025"
"435","1985","Allison","F","7029"
"436","1995","Allison","F","8126"
"437","2010","Allison","F","5864"
"438","2007","Allison","F","5454"
"439","2000","Allison","F","6315"
"440","1991","Allison","F","6773"
"441","1997","Allison","F","7274"
"442","2013","Allison","F","5442"
"443","2009","Allison","F","6581"
"444","2008","Allison","F","6239"
"445","2015","Allison","F","5352"
"446","1987","Allison","F","7341"
"447","2004","Allison","F","5872"
"448","1987","Alyssa","F","5134"
"449","1991","Alyssa","F","10678"
"450","2005","Alyssa","F","10891"
"451","2002","Alyssa","F","12846"
"452","1988","Alyssa","F","7135"
"453","2000","Alyssa","F","13553"
"454","2003","Alyssa","F","12750"
"455","1990","Alyssa","F","11261"
"456","2012","Alyssa","F","5087"
"457","1998","Alyssa","F","13709"
"458","1994","Alyssa","F","10602"
"459","1996","Alyssa","F","11022"
"460","2011","Alyssa","F","6018"
"461","2008","Alyssa","F","9646"
"462","1999","Alyssa","F","14035"
"463","2001","Alyssa","F","13272"
"464","2006","Alyssa","F","10174"
"465","1995","Alyssa","F","10099"
"466","2009","Alyssa","F","7971"
"467","1992","Alyssa","F","10164"
"468","2007","Alyssa","F","11266"
"469","2004","Alyssa","F","12107"
"470","1997","Alyssa","F","12648"
"471","1993","Alyssa","F","11031"
"472","2010","Alyssa","F","6992"
"473","1989","Alyssa","F","9043"
"474","1990","Amanda","F","34409"
"475","1973","Amanda","F","5627"
"476","1991","Amanda","F","28892"
"477","1986","Amanda","F","40532"
"478","1974","Amanda","F","7477"
"479","1979","Amanda","F","31927"
"480","2001","Amanda","F","6971"
"481","1982","Amanda","F","34216"
"482","1992","Amanda","F","25034"
"483","1981","Amanda","F","34373"
"484","2003","Amanda","F","5345"
"485","1978","Amanda","F","20518"
"486","1996","Amanda","F","13976"
"487","1995","Amanda","F","16352"
"488","1997","Amanda","F","12242"
"489","1983","Amanda","F","33755"
"490","1977","Amanda","F","18279"
"491","1989","Amanda","F","36830"
"492","2000","Amanda","F","8556"
"493","2002","Amanda","F","6137"
"494","1984","Amanda","F","33907"
"495","1980","Amanda","F","35817"
"496","1988","Amanda","F","39459"
"497","1993","Amanda","F","20811"
"498","1976","Amanda","F","15589"
"499","1999","Amanda","F","9747"
"500","1998","Amanda","F","10920"
"501","1985","Amanda","F","39054"
"502","1987","Amanda","F","41786"
"503","1994","Amanda","F","18718"
"504","1975","Amanda","F","12655"
"505","1993","Amber","F","14066"
"506","1981","Amber","F","13813"
"507","1990","Amber","F","15863"
"508","1994","Amber","F","12341"
"509","1986","Amber","F","16952"
"510","2000","Amber","F","6181"
"511","1985","Amber","F","15505"
"512","1989","Amber","F","16760"
"513","1984","Amber","F","15371"
"514","1988","Amber","F","16677"
"515","1979","Amber","F","11082"
"516","1976","Amber","F","5648"
"517","1977","Amber","F","7207"
"518","1983","Amber","F","14891"
"519","1997","Amber","F","8914"
"520","1996","Amber","F","9772"
"521","1991","Amber","F","14991"
"522","1995","Amber","F","10964"
"523","1980","Amber","F","12555"
"524","1978","Amber","F","8175"
"525","1982","Amber","F","14682"
"526","1999","Amber","F","6840"
"527","1998","Amber","F","7929"
"528","2001","Amber","F","5572"
"529","1987","Amber","F","16749"
"530","1992","Amber","F","13918"
"531","2010","Amelia","F","5460"
"532","2018","Amelia","F","12363"
"533","2011","Amelia","F","6369"
"534","2019","Amelia","F","12900"
"535","2015","Amelia","F","9865"
"536","2016","Amelia","F","10785"
"537","2012","Amelia","F","7245"
"538","2020","Amelia","F","12704"
"539","2014","Amelia","F","8799"
"540","2013","Amelia","F","8041"
"541","2017","Amelia","F","11850"
"542","1969","Amy","F","21462"
"543","1962","Amy","F","7184"
"544","1979","Amy","F","21613"
"545","1982","Amy","F","18800"
"546","1961","Amy","F","6611"
"547","1978","Amy","F","23212"
"548","1983","Amy","F","17098"
"549","1977","Amy","F","26732"
"550","1984","Amy","F","15990"
"551","1963","Amy","F","8230"
"552","1960","Amy","F","5974"
"553","1976","Amy","F","31341"
"554","1985","Amy","F","14428"
"555","1975","Amy","F","32253"
"556","1974","Amy","F","29565"
"557","1986","Amy","F","13456"
"558","1993","Amy","F","5421"
"559","1987","Amy","F","11786"
"560","1973","Amy","F","26965"
"561","1967","Amy","F","16127"
"562","1964","Amy","F","9576"
"563","1959","Amy","F","5582"
"564","1972","Amy","F","25875"
"565","1988","Amy","F","10035"
"566","1971","Amy","F","26237"
"567","1989","Amy","F","8898"
"568","1992","Amy","F","6340"
"569","1970","Amy","F","25211"
"570","1965","Amy","F","11530"
"571","1991","Amy","F","7276"
"572","1990","Amy","F","8462"
"573","1968","Amy","F","17091"
"574","1966","Amy","F","12999"
"575","1980","Amy","F","19835"
"576","1981","Amy","F","20347"
"577","1972","Andrea","F","8020"
"578","1992","Andrea","F","8023"
"579","1971","Andrea","F","8480"
"580","1987","Andrea","F","8493"
"581","1967","Andrea","F","7415"
"582","1966","Andrea","F","7145"
"583","1974","Andrea","F","7473"
"584","1984","Andrea","F","10349"
"585","1968","Andrea","F","7089"
"586","1995","Andrea","F","6009"
"587","1985","Andrea","F","10051"
"588","1973","Andrea","F","7768"
"589","1998","Andrea","F","5132"
"590","1997","Andrea","F","5405"
"591","1999","Andrea","F","5070"
"592","1994","Andrea","F","6480"
"593","1981","Andrea","F","11684"
"594","2000","Andrea","F","5479"
"595","1993","Andrea","F","7237"
"596","1977","Andrea","F","9785"
"597","1983","Andrea","F","10415"
"598","1996","Andrea","F","5670"
"599","1979","Andrea","F","10338"
"600","1986","Andrea","F","8638"
"601","1988","Andrea","F","8391"
"602","1989","Andrea","F","8410"
"603","1963","Andrea","F","5012"
"604","1965","Andrea","F","6082"
"605","1964","Andrea","F","5384"
"606","2002","Andrea","F","5117"
"607","1970","Andrea","F","7709"
"608","2001","Andrea","F","5746"
"609","1976","Andrea","F","8354"
"610","1980","Andrea","F","10452"
"611","2004","Andrea","F","5055"
"612","1978","Andrea","F","10460"
"613","1969","Andrea","F","7202"
"614","2006","Andrea","F","5005"
"615","1990","Andrea","F","8215"
"616","1982","Andrea","F","11375"
"617","1991","Andrea","F","7994"
"618","1975","Andrea","F","8044"
"619","1983","Andrew","M","25578"
"620","1969","Andrew","M","11288"
"621","1960","Andrew","M","8206"
"622","1964","Andrew","M","10501"
"623","1997","Andrew","M","25203"
"624","1956","Andrew","M","6598"
"625","2015","Andrew","M","10124"
"626","1995","Andrew","M","25853"
"627","1958","Andrew","M","7104"
"628","1966","Andrew","M","10236"
"629","1992","Andrew","M","30537"
"630","1970","Andrew","M","11996"
"631","2000","Andrew","M","23646"
"632","2013","Andrew","M","11671"
"633","1967","Andrew","M","9970"
"634","1982","Andrew","M","22840"
"635","1959","Andrew","M","7088"
"636","1989","Andrew","M","34814"
"637","1991","Andrew","M","31539"
"638","1952","Andrew","M","5574"
"639","2019","Andrew","M","6780"
"640","1968","Andrew","M","10566"
"641","1977","Andrew","M","16034"
"642","2001","Andrew","M","22416"
"643","1979","Andrew","M","18635"
"644","2018","Andrew","M","7282"
"645","2003","Andrew","M","22154"
"646","1962","Andrew","M","8700"
"647","2011","Andrew","M","13285"
"648","1996","Andrew","M","25237"
"649","1981","Andrew","M","20237"
"650","2007","Andrew","M","18451"
"651","1954","Andrew","M","5650"
"652","1990","Andrew","M","33663"
"653","2006","Andrew","M","19724"
"654","1978","Andrew","M","16739"
"655","2016","Andrew","M","9408"
"656","1975","Andrew","M","12764"
"657","2005","Andrew","M","20736"
"658","1974","Andrew","M","11785"
"659","1963","Andrew","M","9520"
"660","1980","Andrew","M","19735"
"661","1998","Andrew","M","23662"
"662","1984","Andrew","M","25929"
"663","1972","Andrew","M","10118"
"664","1961","Andrew","M","8477"
"665","1999","Andrew","M","23859"
"666","2002","Andrew","M","22023"
"667","1951","Andrew","M","5373"
"668","2004","Andrew","M","21707"
"669","2014","Andrew","M","11173"
"670","1987","Andrew","M","36207"
"671","1973","Andrew","M","10731"
"672","1985","Andrew","M","30171"
"673","2020","Andrew","M","5991"
"674","1993","Andrew","M","27321"
"675","2009","Andrew","M","14867"
"676","1986","Andrew","M","33860"
"677","2008","Andrew","M","16761"
"678","1955","Andrew","M","6014"
"679","2012","Andrew","M","12629"
"680","2017","Andrew","M","8264"
"681","1971","Andrew","M","10916"
"682","1957","Andrew","M","6995"
"683","1953","Andrew","M","5626"
"684","1976","Andrew","M","13317"
"685","1965","Andrew","M","9679"
"686","2010","Andrew","M","14256"
"687","1988","Andrew","M","35745"
"688","1994","Andrew","M","26010"
"689","2001","Angel","M","6976"
"690","2006","Angel","M","11597"
"691","2016","Angel","M","5549"
"692","2018","Angel","M","5053"
"693","2011","Angel","M","7532"
"694","2010","Angel","M","8774"
"695","2014","Angel","M","6307"
"696","2002","Angel","M","8188"
"697","1999","Angel","M","5402"
"698","2003","Angel","M","9159"
"699","2012","Angel","M","7020"
"700","2007","Angel","M","11371"
"701","2004","Angel","M","9515"
"702","2000","Angel","M","6305"
"703","2005","Angel","M","10986"
"704","2013","Angel","M","6364"
"705","2009","Angel","M","9850"
"706","2017","Angel","M","5261"
"707","2008","Angel","M","10353"
"708","2015","Angel","M","6105"
"709","1967","Angela","F","19546"
"710","1969","Angela","F","21057"
"711","1981","Angela","F","15922"
"712","1965","Angela","F","18749"
"713","1973","Angela","F","20897"
"714","1991","Angela","F","5801"
"715","1987","Angela","F","8580"
"716","1964","Angela","F","16259"
"717","1974","Angela","F","22804"
"718","1975","Angela","F","23361"
"719","1968","Angela","F","20668"
"720","1962","Angela","F","11660"
"721","1982","Angela","F","15002"
"722","1978","Angela","F","20513"
"723","1970","Angela","F","24928"
"724","1958","Angela","F","5762"
"725","1961","Angela","F","10838"
"726","1989","Angela","F","7199"
"727","1986","Angela","F","9268"
"728","1979","Angela","F","20258"
"729","1980","Angela","F","17969"
"730","1983","Angela","F","13217"
"731","1992","Angela","F","5080"
"732","1977","Angela","F","20997"
"733","1971","Angela","F","25897"
"734","1957","Angela","F","5327"
"735","1966","Angela","F","18532"
"736","1988","Angela","F","7913"
"737","1963","Angela","F","13281"
"738","1990","Angela","F","6664"
"739","1984","Angela","F","11294"
"740","1972","Angela","F","23559"
"741","1959","Angela","F","6771"
"742","1956","Angela","F","5033"
"743","1985","Angela","F","10225"
"744","1976","Angela","F","22040"
"745","1960","Angela","F","8682"
"746","2005","Angelina","F","5812"
"747","2006","Angelina","F","5525"
"748","1956","Anita","F","5502"
"749","1962","Anita","F","5516"
"750","1959","Anita","F","5477"
"751","1957","Anita","F","5812"
"752","1958","Anita","F","5774"
"753","1961","Anita","F","5504"
"754","1960","Anita","F","5635"
"755","1963","Anita","F","5472"
"756","1958","Ann","F","8851"
"757","1932","Ann","F","6194"
"758","1939","Ann","F","6551"
"759","1941","Ann","F","7122"
"760","1942","Ann","F","7665"
"761","1921","Ann","F","5058"
"762","1943","Ann","F","7829"
"763","1922","Ann","F","5054"
"764","1944","Ann","F","7080"
"765","1938","Ann","F","6990"
"766","1945","Ann","F","7037"
"767","1923","Ann","F","5022"
"768","1946","Ann","F","8077"
"769","1947","Ann","F","8893"
"770","1924","Ann","F","5035"
"771","1937","Ann","F","6713"
"772","1948","Ann","F","8025"
"773","1949","Ann","F","7870"
"774","1936","Ann","F","6666"
"775","1950","Ann","F","7923"
"776","1970","Ann","F","5738"
"777","1969","Ann","F","6132"
"778","1951","Ann","F","8421"
"779","1968","Ann","F","6177"
"780","1920","Ann","F","5041"
"781","1967","Ann","F","6249"
"782","1935","Ann","F","6705"
"783","1952","Ann","F","8653"
"784","1966","Ann","F","5992"
"785","1965","Ann","F","6781"
"786","1953","Ann","F","8577"
"787","1964","Ann","F","7758"
"788","1963","Ann","F","7976"
"789","1929","Ann","F","5172"
"790","1934","Ann","F","6642"
"791","1954","Ann","F","8750"
"792","1962","Ann","F","8123"
"793","1930","Ann","F","5532"
"794","1961","Ann","F","8215"
"795","1940","Ann","F","7196"
"796","1955","Ann","F","8916"
"797","1933","Ann","F","6208"
"798","1960","Ann","F","8675"
"799","1956","Ann","F","8989"
"800","1931","Ann","F","5859"
"801","1959","Ann","F","8919"
"802","1957","Ann","F","9040"
"803","1926","Anna","F","11697"
"804","2004","Anna","F","9517"
"805","2012","Anna","F","5620"
"806","1929","Anna","F","9750"
"807","1928","Anna","F","10575"
"808","2007","Anna","F","7896"
"809","2008","Anna","F","7270"
"810","2001","Anna","F","10583"
"811","2011","Anna","F","5666"
"812","1992","Anna","F","6848"
"813","1989","Anna","F","6899"
"814","1921","Anna","F","14477"
"815","1988","Anna","F","6441"
"816","1987","Anna","F","6169"
"817","1993","Anna","F","6811"
"818","1931","Anna","F","8430"
"819","1986","Anna","F","5910"
"820","1922","Anna","F","13408"
"821","1985","Anna","F","5883"
"822","1994","Anna","F","7526"
"823","2006","Anna","F","8603"
"824","1933","Anna","F","7072"
"825","1984","Anna","F","5306"
"826","1927","Anna","F","11216"
"827","1938","Anna","F","5142"
"828","2014","Anna","F","5696"
"829","2000","Anna","F","10595"
"830","1932","Anna","F","7924"
"831","1983","Anna","F","5219"
"832","1923","Anna","F","12864"
"833","1982","Anna","F","5270"
"834","2009","Anna","F","6809"
"835","1995","Anna","F","8567"
"836","1981","Anna","F","5192"
"837","1930","Anna","F","9079"
"838","2003","Anna","F","9451"
"839","1980","Anna","F","5036"
"840","2005","Anna","F","9103"
"841","2002","Anna","F","10388"
"842","1920","Anna","F","14581"
"843","2010","Anna","F","6333"
