"index","year","first_name","sex","num"
"10591","1926","Ruby","F","7474"
"10592","1929","Ruby","F","6149"
"10593","1923","Ruby","F","8232"
"10594","1930","Ruby","F","5993"
"10595","1924","Ruby","F","8406"
"10596","1925","Ruby","F","7843"
"10597","1921","Ruby","F","8333"
"10598","1931","Ruby","F","5333"
"10599","1922","Ruby","F","8003"
"10600","1927","Ruby","F","7264"
"10601","1932","Ruby","F","5469"
"10602","1928","Ruby","F","6693"
"10603","1952","Russell","M","5348"
"10604","1951","Russell","M","5177"
"10605","1948","Russell","M","5111"
"10606","1969","Russell","M","5158"
"10607","1963","Russell","M","6703"
"10608","1953","Russell","M","5370"
"10609","1968","Russell","M","5099"
"10610","1962","Russell","M","7041"
"10611","1958","Russell","M","7152"
"10612","1957","Russell","M","7219"
"10613","1959","Russell","M","7476"
"10614","1964","Russell","M","6241"
"10615","1970","Russell","M","5114"
"10616","1954","Russell","M","5764"
"10617","1949","Russell","M","5006"
"10618","1965","Russell","M","5648"
"10619","1947","Russell","M","5268"
"10620","1956","Russell","M","7402"
"10621","1961","Russell","M","7333"
"10622","1960","Russell","M","7478"
"10623","1955","Russell","M","6539"
"10624","1939","Ruth","F","9060"
"10625","1950","Ruth","F","7128"
"10626","1936","Ruth","F","9215"
"10627","1934","Ruth","F","10565"
"10628","1944","Ruth","F","8674"
"10629","1956","Ruth","F","6076"
"10630","1954","Ruth","F","6565"
"10631","1945","Ruth","F","8046"
"10632","1923","Ruth","F","23638"
"10633","1921","Ruth","F","25784"
"10634","1925","Ruth","F","22247"
"10635","1922","Ruth","F","23631"
"10636","1938","Ruth","F","9302"
"10637","1958","Ruth","F","5246"
"10638","1930","Ruth","F","14937"
"10639","1946","Ruth","F","8474"
"10640","1940","Ruth","F","8885"
"10641","1920","Ruth","F","26101"
"10642","1929","Ruth","F","16023"
"10643","1935","Ruth","F","9989"
"10644","1948","Ruth","F","7903"
"10645","1952","Ruth","F","6952"
"10646","1957","Ruth","F","5667"
"10647","1953","Ruth","F","6581"
"10648","1937","Ruth","F","9606"
"10649","1933","Ruth","F","11139"
"10650","1947","Ruth","F","8481"
"10651","1951","Ruth","F","7076"
"10652","1959","Ruth","F","5053"
"10653","1949","Ruth","F","7650"
"10654","1943","Ruth","F","9366"
"10655","1927","Ruth","F","19417"
"10656","1924","Ruth","F","23600"
"10657","1942","Ruth","F","9317"
"10658","1941","Ruth","F","8864"
"10659","1928","Ruth","F","17858"
"10660","1932","Ruth","F","12253"
"10661","1955","Ruth","F","6185"
"10662","1931","Ruth","F","13131"
"10663","1926","Ruth","F","20223"
"10664","2016","Ryan","M","8248"
"10665","1988","Ryan","M","27741"
"10666","2004","Ryan","M","19495"
"10667","1992","Ryan","M","27013"
"10668","1978","Ryan","M","21338"
"10669","1996","Ryan","M","21808"
"10670","2009","Ryan","M","13112"
"10671","2000","Ryan","M","20265"
"10672","1984","Ryan","M","28736"
"10673","2013","Ryan","M","9883"
"10674","1989","Ryan","M","28412"
"10675","1993","Ryan","M","26726"
"10676","1971","Ryan","M","6188"
"10677","1986","Ryan","M","29523"
"10678","1994","Ryan","M","24056"
"10679","1999","Ryan","M","21013"
"10680","1983","Ryan","M","27854"
"10681","1972","Ryan","M","8893"
"10682","2007","Ryan","M","15718"
"10683","2014","Ryan","M","9087"
"10684","2005","Ryan","M","17985"
"10685","1973","Ryan","M","10512"
"10686","2011","Ryan","M","11497"
"10687","2002","Ryan","M","17659"
"10688","2017","Ryan","M","7687"
"10689","1982","Ryan","M","26706"
"10690","2008","Ryan","M","14682"
"10691","1998","Ryan","M","20195"
"10692","1974","Ryan","M","13193"
"10693","2020","Ryan","M","5286"
"10694","1990","Ryan","M","29252"
"10695","1991","Ryan","M","27530"
"10696","2015","Ryan","M","8534"
"10697","1979","Ryan","M","23222"
"10698","2010","Ryan","M","11972"
"10699","1975","Ryan","M","15301"
"10700","1981","Ryan","M","26824"
"10701","1995","Ryan","M","23086"
"10702","1976","Ryan","M","17500"
"10703","1997","Ryan","M","20527"
"10704","2006","Ryan","M","16428"
"10705","1980","Ryan","M","24811"
"10706","1977","Ryan","M","21259"
"10707","1987","Ryan","M","28490"
"10708","2003","Ryan","M","19577"
"10709","2001","Ryan","M","18287"
"10710","2019","Ryan","M","6104"
"10711","2018","Ryan","M","6927"
"10712","2012","Ryan","M","10942"
"10713","1985","Ryan","M","29911"
"10714","1996","Sabrina","F","5774"
"10715","1997","Sabrina","F","5815"
"10716","1952","Sally","F","5037"
"10717","1948","Sally","F","5010"
"10718","1951","Sally","F","5139"
"10719","1947","Sally","F","5266"
"10720","1953","Sally","F","5182"
"10721","1954","Sally","F","5079"
"10722","1984","Samantha","F","8035"
"10723","2000","Samantha","F","17265"
"10724","2005","Samantha","F","13638"
"10725","1981","Samantha","F","5521"
"10726","2008","Samantha","F","11184"
"10727","2009","Samantha","F","9662"
"10728","1993","Samantha","F","23669"
"10729","1989","Samantha","F","24792"
"10730","1987","Samantha","F","17943"
"10731","1982","Samantha","F","6770"
"10732","2007","Samantha","F","11881"
"10733","1992","Samantha","F","24410"
"10734","1991","Samantha","F","25646"
"10735","2004","Samantha","F","13783"
"10736","2013","Samantha","F","6509"
"10737","1996","Samantha","F","20549"
"10738","1999","Samantha","F","19039"
"10739","1995","Samantha","F","21644"
"10740","1983","Samantha","F","7705"
"10741","2006","Samantha","F","12465"
"10742","1997","Samantha","F","20169"
"10743","1988","Samantha","F","20700"
"10744","2015","Samantha","F","5343"
"10745","1998","Samantha","F","20193"
"10746","1986","Samantha","F","14092"
"10747","2010","Samantha","F","8408"
"10748","2011","Samantha","F","7396"
"10749","2012","Samantha","F","6933"
"10750","1990","Samantha","F","25867"
"10751","2014","Samantha","F","5730"
"10752","2001","Samantha","F","15865"
"10753","1985","Samantha","F","10659"
"10754","1994","Samantha","F","22823"
"10755","2002","Samantha","F","14669"
"10756","2003","Samantha","F","13869"
"10757","1995","Samuel","M","12436"
"10758","1978","Samuel","M","5394"
"10759","1950","Samuel","M","5226"
"10760","1989","Samuel","M","10107"
"10761","2014","Samuel","M","11005"
"10762","1981","Samuel","M","6039"
"10763","1947","Samuel","M","5108"
"10764","2015","Samuel","M","10885"
"10765","1958","Samuel","M","5040"
"10766","1994","Samuel","M","12144"
"10767","1990","Samuel","M","10887"
"10768","2007","Samuel","M","13361"
"10769","2017","Samuel","M","10425"
"10770","2020","Samuel","M","8488"
"10771","1999","Samuel","M","14046"
"10772","1956","Samuel","M","5582"
"10773","2016","Samuel","M","10594"
"10774","1987","Samuel","M","8577"
"10775","1983","Samuel","M","6201"
"10776","2012","Samuel","M","11460"
"10777","1949","Samuel","M","5358"
"10778","1997","Samuel","M","14235"
"10779","1954","Samuel","M","5640"
"10780","1953","Samuel","M","5426"
"10781","1996","Samuel","M","13626"
"10782","1980","Samuel","M","6013"
"10783","2013","Samuel","M","11126"
"10784","1979","Samuel","M","5686"
"10785","1976","Samuel","M","5032"
"10786","1992","Samuel","M","11342"
"10787","2010","Samuel","M","11966"
"10788","1957","Samuel","M","5231"
"10789","2006","Samuel","M","13637"
"10790","2000","Samuel","M","14178"
"10791","2019","Samuel","M","9272"
"10792","1991","Samuel","M","11230"
"10793","1984","Samuel","M","6365"
"10794","1977","Samuel","M","5260"
"10795","2018","Samuel","M","9822"
"10796","2009","Samuel","M","12159"
"10797","1993","Samuel","M","11706"
"10798","1948","Samuel","M","5002"
"10799","2001","Samuel","M","14804"
"10800","1985","Samuel","M","7008"
"10801","1986","Samuel","M","7577"
"10802","1951","Samuel","M","5475"
"10803","2008","Samuel","M","12759"
"10804","2003","Samuel","M","14671"
"10805","1952","Samuel","M","5649"
"10806","1955","Samuel","M","5529"
"10807","2005","Samuel","M","14254"
"10808","1998","Samuel","M","13910"
"10809","1988","Samuel","M","9559"
"10810","2004","Samuel","M","14110"
"10811","1982","Samuel","M","6013"
"10812","2011","Samuel","M","11354"
"10813","2002","Samuel","M","14567"
"10814","1936","Sandra","F","5525"
"10815","1937","Sandra","F","7521"
"10816","1947","Sandra","F","34778"
"10817","1952","Sandra","F","26100"
"10818","1958","Sandra","F","21831"
"10819","1940","Sandra","F","16150"
"10820","1953","Sandra","F","25501"
"10821","1970","Sandra","F","11248"
"10822","1941","Sandra","F","19500"
"10823","1949","Sandra","F","30644"
"10824","1964","Sandra","F","19252"
"10825","1959","Sandra","F","23357"
"10826","1957","Sandra","F","22765"
"10827","1945","Sandra","F","24700"
"10828","1955","Sandra","F","25118"
"10829","1960","Sandra","F","24568"
"10830","1963","Sandra","F","21622"
"10831","1962","Sandra","F","22414"
"10832","1971","Sandra","F","9712"
"10833","1974","Sandra","F","6268"
"10834","1938","Sandra","F","10806"
"10835","1946","Sandra","F","31693"
"10836","1950","Sandra","F","28898"
"10837","1973","Sandra","F","6585"
"10838","1951","Sandra","F","27664"
"10839","1939","Sandra","F","11970"
"10840","1972","Sandra","F","7914"
"10841","1965","Sandra","F","16374"
"10842","1956","Sandra","F","24297"
"10843","1954","Sandra","F","26059"
"10844","1967","Sandra","F","14741"
"10845","1968","Sandra","F","12680"
"10846","1948","Sandra","F","31060"
"10847","1944","Sandra","F","26024"
"10848","1969","Sandra","F","12188"
"10849","1961","Sandra","F","24145"
"10850","1975","Sandra","F","5373"
"10851","1942","Sandra","F","24994"
"10852","1943","Sandra","F","25988"
"10853","1966","Sandra","F","15851"
"10854","2019","Santiago","M","5036"
"10855","1976","Sara","F","8023"
"10856","1979","Sara","F","8655"
"10857","1986","Sara","F","11054"
"10858","1990","Sara","F","8977"
"10859","2001","Sara","F","5155"
"10860","1980","Sara","F","11150"
"10861","1998","Sara","F","6008"
"10862","1983","Sara","F","10085"
"10863","1981","Sara","F","11358"
"10864","1975","Sara","F","5133"
"10865","1996","Sara","F","6288"
"10866","1999","Sara","F","5625"
"10867","1977","Sara","F","8710"
"10868","2000","Sara","F","5320"
"10869","1982","Sara","F","11344"
"10870","1989","Sara","F","9708"
"10871","1995","Sara","F","6694"
"10872","1992","Sara","F","8443"
"10873","1991","Sara","F","8844"
"10874","1985","Sara","F","10559"
"10875","1988","Sara","F","10014"
"10876","1978","Sara","F","8868"
"10877","1997","Sara","F","6158"
"10878","1994","Sara","F","7218"
"10879","1993","Sara","F","7901"
"10880","1987","Sara","F","10089"
"10881","1984","Sara","F","9315"
"10882","1995","Sarah","F","21390"
"10883","1991","Sarah","F","25229"
"10884","1992","Sarah","F","24634"
"10885","1990","Sarah","F","25819"
"10886","1920","Sarah","F","5031"
"10887","1989","Sarah","F","27792"
"10888","1988","Sarah","F","28371"
"10889","1993","Sarah","F","24254"
"10890","1987","Sarah","F","27892"
"10891","1986","Sarah","F","28161"
"10892","1994","Sarah","F","22292"
"10893","1985","Sarah","F","24882"
"10894","1984","Sarah","F","25884"
"10895","1983","Sarah","F","27230"
"10896","1982","Sarah","F","28487"
"10897","1981","Sarah","F","28174"
"10898","1980","Sarah","F","25758"
"10899","1996","Sarah","F","21040"
"10900","1979","Sarah","F","21016"
"10901","1978","Sarah","F","19978"
"10902","1997","Sarah","F","20711"
"10903","1977","Sarah","F","18095"
"10904","1976","Sarah","F","13994"
"10905","1998","Sarah","F","19892"
"10906","1975","Sarah","F","11171"
"10907","1974","Sarah","F","9789"
"10908","1999","Sarah","F","19110"
"10909","1973","Sarah","F","7216"
"10910","1972","Sarah","F","6114"
"10911","1971","Sarah","F","5845"
"10912","2000","Sarah","F","17706"
"10913","1970","Sarah","F","5615"
"10914","1969","Sarah","F","5081"
"10915","2001","Sarah","F","15912"
"10916","2002","Sarah","F","14764"
"10917","2003","Sarah","F","13769"
"10918","2004","Sarah","F","12742"
"10919","2005","Sarah","F","11538"
"10920","2006","Sarah","F","11153"
"10921","2007","Sarah","F","9996"
"10922","2008","Sarah","F","9047"
"10923","2009","Sarah","F","7784"
"10924","2010","Sarah","F","6337"
"10925","2011","Sarah","F","5561"
"10926","2012","Sarah","F","5194"
"10927","1924","Sarah","F","5045"
"10928","1921","Sarah","F","5024"
"10929","2016","Savannah","F","5375"
"10930","2004","Savannah","F","5813"
"10931","2007","Savannah","F","7049"
"10932","2010","Savannah","F","5376"
"10933","1999","Savannah","F","6805"
"10934","2008","Savannah","F","6127"
"10935","2012","Savannah","F","5196"
"10936","2005","Savannah","F","6482"
"10937","1996","Savannah","F","6999"
"10938","2011","Savannah","F","5451"
"10939","2014","Savannah","F","5476"
"10940","2015","Savannah","F","5462"
"10941","2001","Savannah","F","6737"
"10942","2009","Savannah","F","5600"
"10943","1998","Savannah","F","6463"
"10944","1997","Savannah","F","6578"
"10945","2017","Savannah","F","5243"
"10946","2003","Savannah","F","6153"
"10947","2000","Savannah","F","7099"
"10948","2006","Savannah","F","7091"
"10949","2013","Savannah","F","5249"
"10950","2002","Savannah","F","6581"
"10951","2020","Scarlett","F","6455"
"10952","2013","Scarlett","F","5051"
"10953","2017","Scarlett","F","7712"
"10954","2019","Scarlett","F","7052"
"10955","2016","Scarlett","F","7709"
"10956","2014","Scarlett","F","6007"
"10957","2018","Scarlett","F","7209"
"10958","2015","Scarlett","F","7134"
"10959","1968","Scott","M","26031"
"10960","1960","Scott","M","21592"
"10961","1967","Scott","M","25538"
"10962","1983","Scott","M","10858"
"10963","1965","Scott","M","25447"
"10964","1973","Scott","M","18983"
"10965","1991","Scott","M","7113"
"10966","1975","Scott","M","17320"
"10967","1963","Scott","M","30412"
"10968","1976","Scott","M","15721"
"10969","1989","Scott","M","8851"
"10970","1990","Scott","M","8086"
"10971","1954","Scott","M","9458"
"10972","1962","Scott","M","30709"
"10973","1951","Scott","M","5383"
"10974","1988","Scott","M","9351"
"10975","1966","Scott","M","26036"
"10976","1957","Scott","M","15747"
"10977","1972","Scott","M","22860"
"10978","1959","Scott","M","19757"
"10979","1977","Scott","M","14215"
"10980","1992","Scott","M","6449"
"10981","1964","Scott","M","28507"
"10982","1987","Scott","M","10193"
"10983","1952","Scott","M","6541"
"10984","1978","Scott","M","13549"
"10985","1974","Scott","M","18040"
"10986","1979","Scott","M","14454"
"10987","1986","Scott","M","9967"
"10988","1958","Scott","M","19153"
"10989","1971","Scott","M","30920"
"10990","1955","Scott","M","10779"
"10991","1953","Scott","M","7488"
"10992","1961","Scott","M","23926"
"10993","1969","Scott","M","28675"
"10994","1980","Scott","M","13312"
"10995","1985","Scott","M","10145"
"10996","1981","Scott","M","12727"
"10997","1993","Scott","M","5575"
"10998","1970","Scott","M","28593"
"10999","1982","Scott","M","12211"
"11000","1956","Scott","M","13215"
"11001","1984","Scott","M","10581"
"11002","1969","Sean","M","9349"
"11003","1983","Sean","M","9624"
"11004","2007","Sean","M","6238"
"11005","1982","Sean","M","9371"
"11006","1995","Sean","M","8164"
"11007","2004","Sean","M","6769"
"11008","1989","Sean","M","11897"
"11009","1976","Sean","M","7576"
"11010","1972","Sean","M","9456"
"11011","2003","Sean","M","7102"
"11012","1966","Sean","M","6491"
"11013","2006","Sean","M","6639"
"11014","1980","Sean","M","7602"
"11015","1994","Sean","M","8837"
"11016","1968","Sean","M","9175"
"11017","1987","Sean","M","11453"
"11018","1997","Sean","M","7743"
"11019","1970","Sean","M","10352"
"11020","2002","Sean","M","7029"
"11021","1984","Sean","M","10021"
"11022","1978","Sean","M","7072"
"11023","1967","Sean","M","7501"
"11024","1999","Sean","M","7205"
"11025","1971","Sean","M","10516"
"11026","1990","Sean","M","12016"
"11027","1993","Sean","M","10175"
"11028","2008","Sean","M","5466"
"11029","1975","Sean","M","7593"
"11030","1974","Sean","M","8290"
"11031","1977","Sean","M","7639"
"11032","1998","Sean","M","7713"
"11033","1979","Sean","M","6862"
"11034","2001","Sean","M","7223"
"11035","2005","Sean","M","5996"
"11036","1992","Sean","M","11064"
"11037","1973","Sean","M","8556"
"11038","1986","Sean","M","11781"
"11039","1985","Sean","M","11452"
"11040","1996","Sean","M","7896"
"11041","1991","Sean","M","11180"
"11042","1981","Sean","M","8894"
"11043","2000","Sean","M","7316"
"11044","1988","Sean","M","11788"
"11045","2017","Sebastian","M","10190"
"11046","2014","Sebastian","M","9311"
"11047","2016","Sebastian","M","10289"
"11048","2007","Sebastian","M","6272"
"11049","2019","Sebastian","M","9849"
"11050","2015","Sebastian","M","9624"
"11051","2002","Sebastian","M","5136"
"11052","2008","Sebastian","M","6037"
"11053","2011","Sebastian","M","6547"
"11054","2012","Sebastian","M","6734"
"11055","2020","Sebastian","M","8927"
"11056","2000","Sebastian","M","5028"
"11057","2013","Sebastian","M","7550"
"11058","2009","Sebastian","M","5989"
"11059","2006","Sebastian","M","6285"
"11060","2010","Sebastian","M","6361"
"11061","2018","Sebastian","M","10115"
"11062","2001","Seth","M","6223"
"11063","2002","Seth","M","5739"
"11064","2003","Seth","M","5255"
"11065","1999","Seth","M","6304"
"11066","2000","Seth","M","6717"
"11067","2004","Seth","M","5185"
"11068","1975","Shane","M","5209"
"11069","1974","Shane","M","5656"
"11070","1987","Shane","M","5307"
"11071","1972","Shane","M","5239"
"11072","1973","Shane","M","5712"
"11073","1988","Shane","M","5172"
"11074","1991","Shane","M","5107"
"11075","1976","Shane","M","5099"
"11076","1990","Shane","M","5272"
"11077","1971","Shane","M","5096"
"11078","1978","Shannon","F","10602"
"11079","1974","Shannon","F","10609"
"11080","1990","Shannon","F","5189"
"11081","1968","Shannon","F","6400"
"11082","1989","Shannon","F","5660"
"11083","1992","Shannon","F","5290"
"11084","1969","Shannon","F","10452"
"11085","1988","Shannon","F","6254"
"11086","1987","Shannon","F","6966"
"11087","1993","Shannon","F","6070"
"11088","1986","Shannon","F","7404"
"11089","1985","Shannon","F","7714"
"11090","1984","Shannon","F","8476"
"11091","1970","Shannon","F","13546"
"11092","1994","Shannon","F","5507"
"11093","1983","Shannon","F","8427"
"11094","1982","Shannon","F","8622"
"11095","1981","Shannon","F","9228"
"11096","1971","Shannon","F","12650"
"11097","1980","Shannon","F","9668"
"11098","1979","Shannon","F","10369"
"11099","1972","Shannon","F","10963"
"11100","1977","Shannon","F","12518"
"11101","1976","Shannon","F","13373"
"11102","1973","Shannon","F","9805"
"11103","1975","Shannon","F","9370"
"11104","1948","Sharon","F","26142"
"11105","1941","Sharon","F","14271"
"11106","1947","Sharon","F","28534"
"11107","1970","Sharon","F","9176"
"11108","1952","Sharon","F","23386"
"11109","1967","Sharon","F","11925"
"11110","1942","Sharon","F","19647"
"11111","1954","Sharon","F","22219"
"11112","1940","Sharon","F","11118"
"11113","1956","Sharon","F","26880"
"11114","1968","Sharon","F","10338"
"11115","1964","Sharon","F","16449"
"11116","1943","Sharon","F","24712"
"11117","1939","Sharon","F","9014"
"11118","1963","Sharon","F","17800"
"11119","1958","Sharon","F","21111"
"11120","1946","Sharon","F","27824"
"11121","1938","Sharon","F","7244"
"11122","1959","Sharon","F","21283"
"11123","1971","Sharon","F","7523"
"11124","1949","Sharon","F","25714"
"11125","1966","Sharon","F","13061"
"11126","1957","Sharon","F","24294"
"11127","1960","Sharon","F","20420"
"11128","1965","Sharon","F","15132"
"11129","1953","Sharon","F","23042"
"11130","1945","Sharon","F","20836"
"11131","1950","Sharon","F","24612"
"11132","1961","Sharon","F","20445"
"11133","1972","Sharon","F","6111"
"11134","1944","Sharon","F","22431"
"11135","1951","Sharon","F","23923"
"11136","1969","Sharon","F","9694"
"11137","1962","Sharon","F","19634"
"11138","1955","Sharon","F","22044"
"11139","1978","Shaun","M","6107"
"11140","1982","Shawn","M","6847"
"11141","1979","Shawn","M","7910"
"11142","1967","Shawn","M","6139"
"11143","1986","Shawn","M","7015"
"11144","1976","Shawn","M","10107"
"11145","1989","Shawn","M","5478"
"11146","1987","Shawn","M","6203"
"11147","1992","Shawn","M","5152"
"11148","1984","Shawn","M","6049"
"11149","1983","Shawn","M","6362"
"11150","1978","Shawn","M","9292"
"11151","1990","Shawn","M","5722"
"11152","1970","Shawn","M","10952"
"11153","1972","Shawn","M","11283"
"11154","1973","Shawn","M","11453"
"11155","1981","Shawn","M","7077"
"11156","1980","Shawn","M","7698"
"11157","1966","Shawn","M","5724"
"11158","1974","Shawn","M","11443"
"11159","1975","Shawn","M","10686"
"11160","1988","Shawn","M","5893"
"11161","1969","Shawn","M","8272"
"11162","1977","Shawn","M","9865"
"11163","1991","Shawn","M","5415"
"11164","1985","Shawn","M","6981"
"11165","1971","Shawn","M","12830"
"11166","1968","Shawn","M","7478"
"11167","1955","Sheila","F","7661"
"11168","1960","Sheila","F","7908"
"11169","1957","Sheila","F","7762"
"11170","1959","Sheila","F","7984"
"11171","1953","Sheila","F","6963"
"11172","1956","Sheila","F","7874"
"11173","1968","Sheila","F","5732"
"11174","1952","Sheila","F","6218"
"11175","1954","Sheila","F","7202"
"11176","1966","Sheila","F","7206"
"11177","1965","Sheila","F","7902"
"11178","1967","Sheila","F","6324"
"11179","1951","Sheila","F","5896"
"11180","1962","Sheila","F","8776"
"11181","1964","Sheila","F","8473"
"11182","1961","Sheila","F","7797"
"11183","1958","Sheila","F","7287"
"11184","1969","Sheila","F","5247"
"11185","1963","Sheila","F","8709"
"11186","1948","Sheila","F","5022"
"11187","1950","Sheila","F","5322"
"11188","1947","Sheila","F","5096"
"11189","1994","Shelby","F","7545"
"11190","1995","Shelby","F","7632"
"11191","1998","Shelby","F","5893"
"11192","1996","Shelby","F","7949"
"11193","1993","Shelby","F","8122"
"11194","1999","Shelby","F","5018"
"11195","1997","Shelby","F","6700"
"11196","1992","Shelby","F","9396"
"11197","1991","Shelby","F","10219"
"11198","1962","Sherri","F","5362"
"11199","1963","Sherri","F","5457"
"11200","1959","Sherry","F","7342"
"11201","1967","Sherry","F","7131"
"11202","1947","Sherry","F","5578"
"11203","1970","Sherry","F","5917"
"11204","1956","Sherry","F","7902"
"11205","1949","Sherry","F","5293"
"11206","1965","Sherry","F","7383"
"11207","1964","Sherry","F","8492"
"11208","1961","Sherry","F","8358"
"11209","1951","Sherry","F","5890"
"11210","1968","Sherry","F","6431"
"11211","1962","Sherry","F","9227"
"11212","1960","Sherry","F","8312"
"11213","1971","Sherry","F","5562"
"11214","1952","Sherry","F","5956"
"11215","1950","Sherry","F","5808"
"11216","1958","Sherry","F","6801"
"11217","1955","Sherry","F","7768"
"11218","1957","Sherry","F","7804"
"11219","1966","Sherry","F","6983"
"11220","1963","Sherry","F","9064"
"11221","1969","Sherry","F","6140"
"11222","1954","Sherry","F","7120"
"11223","1953","Sherry","F","5935"
"11224","1948","Sherry","F","5716"
"11225","1925","Shirley","F","10513"
"11226","1951","Shirley","F","13920"
"11227","1948","Shirley","F","16126"
"11228","1935","Shirley","F","42356"
"11229","1944","Shirley","F","16311"
"11230","1924","Shirley","F","9490"
"11231","1934","Shirley","F","22844"
"11232","1930","Shirley","F","14776"
"11233","1923","Shirley","F","7918"
"11234","1937","Shirley","F","26820"
"11235","1950","Shirley","F","15890"
"11236","1959","Shirley","F","7285"
"11237","1945","Shirley","F","16149"
"11238","1953","Shirley","F","12148"
"11239","1957","Shirley","F","8848"
"11240","1926","Shirley","F","11760"
"11241","1922","Shirley","F","6408"
"11242","1933","Shirley","F","14316"
"11243","1949","Shirley","F","17280"
"11244","1927","Shirley","F","13315"
"11245","1938","Shirley","F","23767"
"11246","1943","Shirley","F","17814"
"11247","1946","Shirley","F","17867"
"11248","1961","Shirley","F","5631"
"11249","1939","Shirley","F","20447"
"11250","1941","Shirley","F","16953"
"11251","1932","Shirley","F","14477"
"11252","1928","Shirley","F","14213"
"11253","1960","Shirley","F","6410"
"11254","1921","Shirley","F","5694"
"11255","1958","Shirley","F","8098"
"11256","1952","Shirley","F","12530"
"11257","1940","Shirley","F","17879"
"11258","1954","Shirley","F","10908"
"11259","1942","Shirley","F","17750"
"11260","1956","Shirley","F","9425"
"11261","1931","Shirley","F","14405"
"11262","1929","Shirley","F","14578"
"11263","1947","Shirley","F","17648"
"11264","1936","Shirley","F","35163"
"11265","1955","Shirley","F","9757"
"11266","1996","Sierra","F","5487"
"11267","1999","Sierra","F","5714"
"11268","1998","Sierra","F","5840"
"11269","1997","Sierra","F","5688"
"11270","2001","Sierra","F","5237"
"11271","1995","Sierra","F","5494"
"11272","2000","Sierra","F","5520"
"11273","2016","Skylar","F","5122"
"11274","2015","Skylar","F","5286"
"11275","2009","Sofia","F","5695"
"11276","2017","Sofia","F","8170"
"11277","2013","Sofia","F","9164"
"11278","2016","Sofia","F","9172"
"11279","2006","Sofia","F","5079"
"11280","2020","Sofia","F","6926"
"11281","2014","Sofia","F","9600"
"11282","2012","Sofia","F","7833"
"11283","2019","Sofia","F","7378"
"11284","2018","Sofia","F","7649"
"11285","2007","Sofia","F","6047"
"11286","2005","Sofia","F","5162"
"11287","2008","Sofia","F","5983"
"11288","2010","Sofia","F","6327"
"11289","2011","Sofia","F","7329"
"11290","2015","Sofia","F","9694"
"11291","2013","Sophia","F","21232"
"11292","2002","Sophia","F","8665"
"11293","2012","Sophia","F","22320"
"11294","2007","Sophia","F","17025"
"11295","2020","Sophia","F","12976"
"11296","2008","Sophia","F","16087"
"11297","2019","Sophia","F","13753"
"11298","2006","Sophia","F","13501"
"11299","2018","Sophia","F","13979"
"11300","2017","Sophia","F","14903"
"11301","2009","Sophia","F","16948"
"11302","2005","Sophia","F","12673"
"11303","2016","Sophia","F","16149"
"11304","2015","Sophia","F","17434"
"11305","2010","Sophia","F","20646"
"11306","2004","Sophia","F","10917"
"11307","1999","Sophia","F","5423"
"11308","2014","Sophia","F","18630"
"11309","2000","Sophia","F","6564"
"11310","2003","Sophia","F","9686"
"11311","2011","Sophia","F","21850"
"11312","2001","Sophia","F","7162"
"11313","1971","Stacey","F","7483"
"11314","1969","Stacey","F","6616"
"11315","1970","Stacey","F","7155"
"11316","1967","Stacey","F","5119"
"11317","1972","Stacey","F","6380"
"11318","1975","Stacey","F","5931"
"11319","1968","Stacey","F","6147"
"11320","1974","Stacey","F","5801"
"11321","1977","Stacey","F","5209"
"11322","1976","Stacey","F","5389"
"11323","1973","Stacey","F","6253"
"11324","1971","Stacy","F","9114"
"11325","1968","Stacy","F","5387"
"11326","1970","Stacy","F","7772"
"11327","1975","Stacy","F","7170"
"11328","1972","Stacy","F","7603"
"11329","1978","Stacy","F","5777"
"11330","1974","Stacy","F","6741"
"11331","1979","Stacy","F","5708"
"11332","1973","Stacy","F","7339"
"11333","1980","Stacy","F","5059"
"11334","1977","Stacy","F","6154"
"11335","1969","Stacy","F","6487"
"11336","1976","Stacy","F","6524"
"11337","1920","Stanley","M","5314"
"11338","1957","Stanley","M","5263"
"11339","1948","Stanley","M","5383"
"11340","1924","Stanley","M","5187"
"11341","1949","Stanley","M","5527"
"11342","1953","Stanley","M","6275"
"11343","1921","Stanley","M","5232"
"11344","1925","Stanley","M","5030"
"11345","1956","Stanley","M","5977"
"11346","1952","Stanley","M","6226"
"11347","1922","Stanley","M","5045"
"11348","1955","Stanley","M","6053"
"11349","1947","Stanley","M","5502"
"11350","1951","Stanley","M","6205"
"11351","1950","Stanley","M","5451"
"11352","1923","Stanley","M","5035"
"11353","1954","Stanley","M","6447"
"11354","2018","Stella","F","5154"
"11355","2017","Stella","F","5063"
"11356","1980","Stephanie","F","17842"
"11357","1999","Stephanie","F","7692"
"11358","1966","Stephanie","F","10163"
"11359","1987","Stephanie","F","22399"
"11360","2003","Stephanie","F","5602"
"11361","1965","Stephanie","F","9764"
"11362","1971","Stephanie","F","15143"
"11363","2000","Stephanie","F","7028"
"11364","1986","Stephanie","F","22649"
"11365","1961","Stephanie","F","5811"
"11366","1981","Stephanie","F","20211"
"11367","1994","Stephanie","F","14749"
"11368","1985","Stephanie","F","23242"
"11369","1982","Stephanie","F","20859"
"11370","1967","Stephanie","F","13349"
"11371","1975","Stephanie","F","15775"
"11372","1995","Stephanie","F","12978"
"11373","1960","Stephanie","F","5268"
